timestamp,mode,auto_type,gps_ok,gps_mode,latitude,longitude,altitude_m,fix_quality,satellites,hdop,h_error_m,bookmark
2026-03-15T23:08:34.324,MANUAL,Camera,True,GPS,52.33707993333334,-0.07218189,7.579,1,19,0.78,,False
2026-03-15T23:08:34.524,MANUAL,Camera,True,GPS,52.33707993333334,-0.07218189,7.579,1,19,0.78,,False
2026-03-15T23:08:34.724,MANUAL,Camera,True,GPS,52.33707993333334,-0.07218189,7.579,1,19,0.78,,False
2026-03-15T23:08:34.925,MANUAL,Camera,True,GPS,52.33707993333334,-0.07218189,7.579,1,19,0.78,,False
2026-03-15T23:08:35.125,MANUAL,Camera,True,GPS,52.33707993333334,-0.07218189,7.579,1,19,0.78,,False
2026-03-15T23:08:35.325,MANUAL,Camera,True,GPS,52.33708225333333,-0.07218175166666667,7.478,1,18,0.78,,False
2026-03-15T23:08:35.525,MANUAL,Camera,True,GPS,52.33708225333333,-0.07218175166666667,7.478,1,18,0.78,,False
2026-03-15T23:08:35.726,MANUAL,Camera,True,GPS,52.33708225333333,-0.07218175166666667,7.478,1,18,0.78,,False
2026-03-15T23:08:35.926,MANUAL,Camera,True,GPS,52.33708225333333,-0.07218175166666667,7.478,1,18,0.78,,False
2026-03-15T23:08:36.126,MANUAL,Camera,True,GPS,52.33708225333333,-0.07218175166666667,7.478,1,18,0.78,,False
2026-03-15T23:08:36.326,MANUAL,Camera,True,GPS,52.33708491000001,-0.07218071333333334,7.3,1,18,0.78,,False
2026-03-15T23:08:36.526,MANUAL,Camera,True,GPS,52.33708491000001,-0.07218071333333334,7.3,1,18,0.78,,True
2026-03-15T23:08:36.527,MANUAL,Camera,True,GPS,52.33708491000001,-0.07218071333333334,7.3,1,18,0.78,,False
2026-03-15T23:08:36.727,MANUAL,Camera,True,GPS,52.33708491000001,-0.07218071333333334,7.3,1,18,0.78,,False
2026-03-15T23:08:36.927,MANUAL,Camera,True,GPS,52.33708491000001,-0.07218071333333334,7.3,1,18,0.78,,False
2026-03-15T23:08:37.127,MANUAL,Camera,True,GPS,52.33708491000001,-0.07218071333333334,7.3,1,18,0.78,,False
2026-03-15T23:08:37.327,MANUAL,Camera,True,GPS,52.33708699833334,-0.07218007666666666,7.183,1,18,0.78,,False
2026-03-15T23:08:37.527,MANUAL,Camera,True,GPS,52.33708699833334,-0.07218007666666666,7.183,1,18,0.78,,False
2026-03-15T23:08:37.728,MANUAL,Camera,True,GPS,52.33708699833334,-0.07218007666666666,7.183,1,18,0.78,,False
