timestamp,mode,auto_type,gps_ok,gps_mode,latitude,longitude,altitude_m,fix_quality,satellites,hdop,h_error_m,bookmark
2026-03-15T23:06:16.114,MANUAL,Camera,True,GPS,52.33710777833333,-0.07220018,10.116,1,14,1.0,,False
2026-03-15T23:06:16.314,MANUAL,Camera,True,GPS,52.33710826666667,-0.07220126833333333,10.32,1,15,1.0,,False
2026-03-15T23:06:16.515,MANUAL,Camera,True,GPS,52.33710826666667,-0.07220126833333333,10.32,1,15,1.0,,False
2026-03-15T23:06:16.715,MANUAL,Camera,True,GPS,52.33710826666667,-0.07220126833333333,10.32,1,15,1.0,,False
2026-03-15T23:06:16.915,MANUAL,Camera,True,GPS,52.33710826666667,-0.07220126833333333,10.32,1,15,1.0,,False
2026-03-15T23:06:17.115,MANUAL,Camera,True,GPS,52.33710826833333,-0.07220111833333333,10.297,1,15,1.05,,False
2026-03-15T23:06:17.315,MANUAL,Camera,True,GPS,52.33710826833333,-0.07220111833333333,10.297,1,15,1.05,,False
2026-03-15T23:06:17.515,MANUAL,Camera,True,GPS,52.33710826833333,-0.07220111833333333,10.297,1,15,1.05,,False
2026-03-15T23:06:17.716,MANUAL,Camera,True,GPS,52.33710826833333,-0.07220111833333333,10.297,1,15,1.05,,False
2026-03-15T23:06:17.916,MANUAL,Camera,True,GPS,52.33710826833333,-0.07220111833333333,10.297,1,15,1.05,,False
2026-03-15T23:06:18.116,MANUAL,Camera,True,GPS,52.33710826833333,-0.07220111833333333,10.297,1,15,1.05,,False
2026-03-15T23:06:18.316,MANUAL,Camera,True,GPS,52.337108545,-0.07220127000000001,10.43,1,15,1.0,,False
2026-03-15T23:06:18.516,MANUAL,Camera,True,GPS,52.337108545,-0.07220127000000001,10.43,1,15,1.0,,False
2026-03-15T23:06:18.716,MANUAL,Camera,True,GPS,52.337108545,-0.07220127000000001,10.43,1,15,1.0,,False
2026-03-15T23:06:18.917,MANUAL,Camera,True,GPS,52.337108545,-0.07220127000000001,10.43,1,15,1.0,,False
2026-03-15T23:06:19.117,MANUAL,Camera,True,GPS,52.337108545,-0.07220127000000001,10.43,1,15,1.0,,False
2026-03-15T23:06:19.317,MANUAL,Camera,True,GPS,52.33710825,-0.07219966000000001,10.677,1,15,1.0,,False
2026-03-15T23:06:19.517,MANUAL,Camera,True,GPS,52.33710825,-0.07219966000000001,10.677,1,15,1.0,,False
2026-03-15T23:06:19.717,MANUAL,Camera,True,GPS,52.33710825,-0.07219966000000001,10.677,1,15,1.0,,False
2026-03-15T23:06:19.918,MANUAL,Camera,True,GPS,52.33710825,-0.07219966000000001,10.677,1,15,1.0,,False
2026-03-15T23:06:20.118,MANUAL,Camera,True,GPS,52.337106825,-0.07219869,10.809,1,15,1.0,,False
2026-03-15T23:06:20.318,MANUAL,Camera,True,GPS,52.337106825,-0.07219869,10.809,1,15,1.0,,False
2026-03-15T23:06:20.518,MANUAL,Camera,True,GPS,52.337106825,-0.07219869,10.809,1,15,1.0,,False
2026-03-15T23:06:20.719,MANUAL,Camera,True,GPS,52.337106825,-0.07219869,10.809,1,15,1.0,,False
